,name,x,y,cog,color,link,gene_product
meta,start,0.0382390221509405,,,,,
EQU24_RS00005,dnaA,0,0.0056924208992731,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.0090320290629865,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0182010521407479,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.005104850890766,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0083365537065495,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0092654947924664,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0144169400095187,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0004678609124108,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0053903343067851,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0062540013475905,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.0037949966435078,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0086284291700381,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,0.0032197866209685,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0129860177889377,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0091521817151787,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0176609860676091,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0170849759456183,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0144312967512257,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0062863097982878,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0075572492773267,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0139493982920485,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,-0.0058844490420319,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,0.0137597542950896,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0144007312309874,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0136418829379233,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.0017946315375729,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,0.0139428173015162,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,0.0086235134928827,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,0.0090045499657317,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.005389750499505,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,0.0015275162112281,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.003520747925368,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0185710768921977,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,-0.0019275395037729,"Replication, recombination and repair",#1e90ff,,hypothetical protein
