,name,x,y,cog,color,link,gene_product
meta,start,0.02814976545320455,,,,,
EQU24_RS00005,dnaA,0,0.0066976925597477,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.0126070941037849,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0092638819034318,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.0045166214161647,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0157518312078995,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0005894186977429,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,0.0217876751816998,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,0.0141798190750799,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0056806808264584,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0057557022976787,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0055864797878029,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0139031133111634,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0046024663313366,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.006216614247382,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,0.0465594113585295,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00075,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0043969757036854,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.005160623505755,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0012650113583479,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0131328754118445,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.0217960435017855,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.058910299154308,Transcription,#000000,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00105,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0671909435207423,"Post-translational modification, protein turnover, and chaperones",#add8e6,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00110,OsmC family protein
EQU24_RS00115,speD,25560,0.0221727250973413,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.0144065896315697,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0027728606400578,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.0117165045609183,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0077144060671791,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0024000954823656,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0084002106291269,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.0089630396568781,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,0.0016852015277956,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,-0.0115023521437123,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,-0.0023869349294627,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0029773407902277,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0086948278670465,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,0.0068589444707031,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,0.006786294200338,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.0211455441577475,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0148944133792013,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.0245131728634824,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,0.0094223181721445,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-0.0088143667347776,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,-0.0153586278187354,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,-0.001638791984786,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,0.0028584903429404,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,-0.0048109423145125,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.0014728669160393,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,0.0174648777854996,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,0.0087438508958617,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,0.0026097828182577,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,0.0036289574837965,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,-0.0065980972209138,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,0.013675471276195,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.0093068273298233,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,-0.0071774189426508,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,0.0004987136089233,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,0.0026401736931274,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-0.0165964311468329,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,-0.0155983511145449,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,0.0056761074592138,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,-0.0032897604572844,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.0049610083044267,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,0.0090591005831366,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,-0.0034422013937702,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,0.0103548338662768,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,0.0084467882667047,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,0.0088238684269853,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,0.001513086209219,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,0.0002556410112917,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,0.0174828395616145,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00365,,78936,0.0036955075970578,Function unknown,#0000ff,,glycosyltransferase family 2 protein
EQU24_RS00370,,80036,0.0032598883670376,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00375,,80273,-0.0025517742697778,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00380,,81343,-0.0104822266810165,Cell wall/membrane/envelope biogenesis,#c71585,,SDR family oxidoreductase
EQU24_RS00385,,82311,-0.0232372480572238,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00390,,82907,-0.0029069924402991,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase family 4 protein
EQU24_RS00395,,83997,-0.0033797345914927,Function unknown,#0000ff,,ATP-binding protein
EQU24_RS00400,,85681,-0.0122619640979995,Carbohydrate transport and metabolism,#ffc0cb,,polysaccharide biosynthesis protein
EQU24_RS00405,,88239,0.0035629708636301,Transcription,#000000,,LysR family transcriptional regulator
EQU24_RS00410,,89041,0.0028512459135235,Coenzyme transport and metabolism,#d3d3d3,,methyltransferase domain-containing protein
EQU24_RS00415,,89828,0.0170748696775792,Inorganic ion transport and metabolism,#8b4513,,rhodanese-like domain-containing protein
EQU24_RS00420,typA,90322,0.0058691492430939,Signal transduction mechanisms,#f4a460,,translational GTPase TypA
