,name,x,y,cog,color,link,gene_product
meta,start,0.4249868456784894,,,,,
EQU24_RS00005,dnaA,0,-0.0011182115858951,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0085221817354054,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.00672851362321,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.0033249330253877,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0044223752167835,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0070277294044991,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0005350103102892,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0048773421966108,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0146639428497346,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0054824128202665,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.0135587539467054,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0040569562710848,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0248490123814192,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0041097920374902,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,0.09977262857212,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0105100690953062,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0044757000258772,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0008215354496705,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.0041588709300179,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0150941684571776,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0053689945678857,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0035992143442069,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,3.772815297095296e-05,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0024305985855221,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0214936202020551,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.0011885648861715,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,0.013311542457697,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.035754124144907,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0049981135359816,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,0.0093389385247866,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,0.0052309922201526,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,-0.0192538312406358,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,-0.0181589376409282,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0033228706967805,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0011843155537947,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,0.0468814842213349,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,-0.0032144678946355,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.0235064799220952,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0041114297981698,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.0254547477414337,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0226664529422901,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,0.0307501742023844,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,-0.0043309462393489,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0003824706983329,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,-0.0020976088736592,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,0.006581484753373,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.028781067408391,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,-0.0065002936722681,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,0.0124934185226756,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0112413348689301,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,-0.0270770957213089,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,-0.0039250051392712,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,0.0032069542323467,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,0.0035823041983648,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,-0.0150931726468265,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,-0.0032561785012771,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,0.0133638892048032,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,0.0245501221693972,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,0.0012605054158869,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,0.0087351959159499,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,-0.0038026196954293,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.0081001729139309,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,-0.0010825586649803,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,-0.0024164944624568,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,-0.011438563710221,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,-0.0146386320807178,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.0025621570902217,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,-0.0025070875182601,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,-0.0015879370236113,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
