,name,x,y,cog,color,link,gene_product
meta,start,0.03779708590976105,,,,,
EQU24_RS00005,dnaA,0,-0.0012177559897607,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0004206738974784,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0143227580760747,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0034159566659037,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0247723495179926,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0022899260221192,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0111531664720476,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0106456134641471,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0149308658397916,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,0.0178004830875217,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.002756527855838,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0085497957204208,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0161318413545277,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0023432050813543,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0216744507333179,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0011243540639005,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.0271083713768842,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0029372326127168,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0055388673983128,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0195721438834172,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0152861983848626,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0391799626515445,"Post-translational modification, protein turnover, and chaperones",#add8e6,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00110,OsmC family protein
EQU24_RS00115,speD,25560,-0.0029319497812133,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0064991053025449,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0040744958771072,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.0133868907708881,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0120817907500607,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,0.0057561086096191,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.007573408708976,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.0119255272975095,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0127251604484908,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0536462559615554,No COG annotation,#00bfbf,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00165,hypothetical protein
EQU24_RS00170,,38627,-0.0036290317305367,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0170081445918202,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,-0.0034464167202556,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,0.0055323150370445,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,-0.0010753798882828,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.0052045428293757,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,0.0079820529191824,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.001352858873325,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,0.0049473625296657,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,0.0043255825821609,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,0.0051973672656878,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0045022291008852,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,0.015759267884586,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,-0.0050257756985379,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.0048477179457799,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,-0.0113136595492415,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,0.0081783047250878,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0092234831109917,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,-0.0158416671062007,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,-0.0014290793902306,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,-0.006452362907621,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.0065569823584283,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,-0.0127792550779207,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,-0.000771387686756,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,-0.0022085975832423,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-0.0032225841704201,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,-0.0021122093844814,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,-0.0047860091516652,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,-0.0165481265631525,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.0010710790144668,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,0.0011326995127728,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,0.0121467309484384,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,0.003272017068817,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,-0.0111647671305232,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.0081410871657336,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,0.0088411312568056,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,0.0033917707749672,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,0.0055295342815344,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00365,,78936,0.0252223790450444,Function unknown,#0000ff,,glycosyltransferase family 2 protein
EQU24_RS00370,,80036,0.0024806653420839,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00375,,80273,0.024102586749208,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00380,,81343,0.0143843335403534,Cell wall/membrane/envelope biogenesis,#c71585,,SDR family oxidoreductase
EQU24_RS00385,,82311,-0.0029217132185525,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00390,,82907,0.0475095205201602,Cell wall/membrane/envelope biogenesis,#c71585,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00390,glycosyltransferase family 4 protein
EQU24_RS00395,,83997,-0.0010015050730241,Function unknown,#0000ff,,ATP-binding protein
EQU24_RS00400,,85681,0.0130685791316342,Carbohydrate transport and metabolism,#ffc0cb,,polysaccharide biosynthesis protein
EQU24_RS00405,,88239,0.002200959419355,Transcription,#000000,,LysR family transcriptional regulator
EQU24_RS00410,,89041,-0.0052014839808323,Coenzyme transport and metabolism,#d3d3d3,,methyltransferase domain-containing protein
EQU24_RS00415,,89828,-0.0100003795807958,Inorganic ion transport and metabolism,#8b4513,,rhodanese-like domain-containing protein
EQU24_RS00420,typA,90322,-0.0026766844817547,Signal transduction mechanisms,#f4a460,,translational GTPase TypA
EQU24_RS00425,hisB,92433,-0.0067254135389089,Amino acid transport and metabolism,#ff0000,,imidazoleglycerol-phosphate dehydratase HisB
EQU24_RS00430,hisH,93040,-0.0136894639549866,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisH
