locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS04160,0.2209014398385489,,,No COG annotation,2308,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04160
EQU24_RS20650,0.2004354818698431,,,No COG annotation,207,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20650
EQU24_RS11170,0.1677717771395952,,hypothetical protein,No COG annotation,1430,"ornithine cyclodeaminase activity
lyase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11170
EQU24_RS07965,0.1613897611013,,,No COG annotation,1830,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07965
EQU24_RS05645,0.153491679218668,,,No COG annotation,2123,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05645
EQU24_RS02780,0.1369710424050085,,,No COG annotation,2450,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02780
EQU24_RS02970,0.135469149481769,pqqA,pyrroloquinoline quinone precursor peptide PqqA,No COG annotation,2429,pyrroloquinoline quinone biosynthetic process,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02970
EQU24_RS15090,0.1310026766137357,,,No COG annotation,924,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15090
EQU24_RS09835,0.1162227470687519,,,No COG annotation,1582,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09835
EQU24_RS09235,0.1018182936141384,,,No COG annotation,1662,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09235
EQU24_RS15095,0.0878692855652612,,,No COG annotation,924,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15095
EQU24_RS00780,0.0870651854789112,,hypothetical protein,No COG annotation,2724,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00780
EQU24_RS05640,0.082969843840371,,,No COG annotation,2123,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05640
EQU24_RS16575,0.0794217979330391,,,No COG annotation,724,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16575
EQU24_RS09830,0.0783860076582677,,,No COG annotation,1582,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09830
EQU24_RS19665,0.0782967642323749,,hypothetical protein,No COG annotation,334,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19665
EQU24_RS17665,-0.0928848945441505,,IS4 family transposase,"Replication, recombination and repair",595,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17665
