,name,x,y,cog,color,link,gene_product
meta,start,0.0768204130123053,,,,,
EQU24_RS00005,dnaA,0,0.0110657735027458,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0001179223963554,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0126203049002237,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.0028144124209904,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0201766315249393,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.0151667845905806,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0073520921376694,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0059124414934389,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0154381612438956,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0221253388053387,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.0026865645646862,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0046168944714236,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,0.0078048318844595,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0350738639744177,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0471871686249285,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.019217871201731,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0070049161454688,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0009444406687111,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.0008798982799006,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0015204537374503,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0010894924423776,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,-0.0112230178212753,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,0.0014420990987167,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0050399895705473,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0237890337492821,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0020557100825136,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,0.0155042090013461,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0350127907834466,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0073012756864381,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.0483654130972046,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,0.0312649720547059,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0082030261455592,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.006074634442308,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,-0.1126510100989767,"Replication, recombination and repair",#1e90ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00175,hypothetical protein
EQU24_RS00180,,40588,-0.0011676308693302,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-0.0096157941021458,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,-0.0323904943072265,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,-0.003126464830124,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,0.0059397012444656,No COG annotation,#00bfbf,,hypothetical protein
