,name,x,y,cog,color,link,gene_product
meta,start,0.0905841695818066,,,,,
EQU24_RS00005,dnaA,0,0.001553768131475,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.007093386898412,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0093286041531971,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,4.547284953636301e-05,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0057908517804221,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.0009887265994325,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,0.0127469829424388,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0138669843515859,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0112361166610763,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0098544374514146,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.013354874632328,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0063075391600205,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,0.0076585196510906,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0161017395563724,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0823434283634811,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0005341944722118,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0065949147615851,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.000316424851397,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0011092194612471,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.0085135870697525,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0116260761131959,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0206528333278795,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,0.0027088277882782,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0119007471623252,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.013012184367042,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0056693622519476,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,0.0044565425475012,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0121745844778958,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0068104509145912,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.0295404170881511,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0013337426600506,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,-0.00310015444426,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,-0.0021563652751792,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.029777303712683,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,-0.0275727927642374,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,0.1771155853481787,"Replication, recombination and repair",#1e90ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00185,hypothetical protein
EQU24_RS00190,,42656,-0.007846312656383,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,-0.0045401708055055,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0139454999902201,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.0230969520160262,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0031890604665033,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-0.0178583520124302,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,-0.0259536209338586,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,-0.0028972539537744,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,0.0053842059208606,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,0.0094062558225458,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,0.0239916024259706,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,0.0220475115840804,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,0.0112667928744698,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0093973295785696,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,0.0140534422760552,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,-0.0154228551488292,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,-0.0081573150928615,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,0.0044170880161558,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,-0.0063301882435876,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,-0.006346645111446,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,-0.0142077896933586,No COG annotation,#00bfbf,,hypothetical protein
