locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS10825,0.1713232171659502,,multidrug efflux RND transporter permease subunit,Defense mechanisms,1466,"xenobiotic transport
efflux transmembrane transporter activity
plasma membrane
integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10825
EQU24_RS10820,0.1580578191799933,,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,1466,"transmembrane transporter activity
transmembrane transport
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10820
EQU24_RS10830,0.1297235271920537,,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,1466,"cell outer membrane
efflux transmembrane transporter activity
integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10830
EQU24_RS14140,0.1012501989432988,,bacteriohemerythrin,Inorganic ion transport and metabolism,1053,metal ion binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14140
EQU24_RS09210,0.0831942251749752,,TetR/AcrR family transcriptional regulator,Transcription,1667,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09210
EQU24_RS10835,0.0831024704328774,,hypothetical protein,No COG annotation,1465,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10835
EQU24_RS08590,0.0730114196903635,,efflux transporter outer membrane subunit,Cell wall/membrane/envelope biogenesis,1745,"cell outer membrane
efflux transmembrane transporter activity
plasma membrane
integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08590
EQU24_RS18425,0.071127160645767,,transposase,"Replication, recombination and repair",502,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18425
EQU24_RS20335,0.0711208613161624,,hypothetical protein,No COG annotation,249,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20335
EQU24_RS08845,0.0710280006367821,,type II toxin-antitoxin system HicB family antitoxin,Function unknown,1710,"regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08845
