,name,x,y,cog,color,link,gene_product
meta,start,0.07848177745865281,,,,,
EQU24_RS00005,dnaA,0,-0.0009776812528873,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0034981663418977,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0124450175683486,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.001243317341202,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0152547264158109,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.014407792146417,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0001558855706306,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,0.0114914575810574,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0094591015248942,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,0.0038447619386479,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0057174734334852,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0032795736064429,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0019459525442302,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0395976325817827,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0265274668758611,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0146357506370695,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0051088796355458,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0005985608899684,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0064663145139035,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0003634269194496,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.006715360073542,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0113681465647417,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0067449468274078,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.009843374173652,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0003888627576241,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0061612978739655,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0054977819712073,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,0.0286463813997194,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,0.0024213933696171,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,0.0042252198015907,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0020281729665455,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0341501180124914,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0011471587357184,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0276691417813954,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,-0.0075351946929955,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-0.07396449488674,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,0.0165234444181201,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.1312093763639943,"Replication, recombination and repair",#1e90ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00195,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0050077996478606,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,-0.0115919890405599,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0025431019054925,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-0.0143531784713019,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,-0.0032556481127083,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0087810755872423,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,-0.0042960631052956,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,0.0061431627928352,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,0.0167126282935247,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,-0.0038473668624747,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,-0.016045378710148,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0139275093880753,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,0.0004021259587434,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,0.0062080697620261,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,0.0029517793761528,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.014746075394801,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,-0.0042782226056784,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,-0.0094089581792797,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,0.0029194094489689,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-0.0101795798407489,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,-0.0081475152515051,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,-0.002617020806741,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,-0.0035348340816734,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,-9.716158469591408e-05,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,-0.0016676486093912,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,-0.0026918071638307,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,-0.0109215400394475,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,-0.0064853226673901,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.0006444272873739,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,-0.0123623037110007,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,-0.0078918168167545,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,-0.0033384688739937,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
