,name,x,y,cog,color,link,gene_product
meta,start,0.0938861921557188,,,,,
EQU24_RS00005,dnaA,0,0.0045619046287278,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.0074204733419386,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.004444233643328,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0056207946224167,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0102705601625642,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0072848242293435,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,0.0060837123790827,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,0.0027567189895236,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0089483288120454,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,0.0029688548943306,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0062046489389499,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0007188935070226,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,0.0097964927859223,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0085333550679429,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0259181283067752,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0017199511855487,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0011129773769113,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0046719050632082,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.0014555508039987,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.006384963017142,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0066000466769998,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,-0.0005674832382033,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,0.0075439606893238,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.008529669297243,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0078439608590383,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0017051298986691,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0136787615829261,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0112048826611616,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.001935851168099,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.0009406266458462,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0125902704896158,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0090994425145725,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.005031915553572,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0179240620512227,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0291532018214443,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,0.0098968897370138,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,0.00526320415375,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.0091678027704961,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,0.0033931008856468,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,-0.0820887421716297,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,0.0009739045257465,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,0.0214059691561158,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,0.00354789117061,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,-0.0011294173963064,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,0.0021055287533493,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,-0.0168072130205008,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.015247621767682,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,-0.0041440650260037,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,-0.0037918537414086,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,0.0298007453131356,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,0.0091237495577,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,0.0017918534424288,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,0.0077131924295516,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.0064858566428952,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,-0.0037524877784821,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,-0.0009350025534948,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,-0.0009830318823362,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-0.0067370065266748,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,0.010400849507295,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,0.0166153819551944,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,0.0129611410849786,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.0092621871459576,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
