,name,x,y,cog,color,link,gene_product
meta,start,0.04247742150401135,,,,,
EQU24_RS00005,dnaA,0,-0.0139288684782583,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0136764001281256,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0280794109597187,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.003406390303921,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0039081854002002,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.011515067296088,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,0.0094928923351231,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,0.0062274594156173,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0041895205670914,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0022840988251484,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0029974697404314,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.002565571165547,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0139516450757339,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0141726846199207,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,0.000590275843374,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0038075838703859,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0017958535045431,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0044946359997893,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0002769606079207,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0070151912227058,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0033231684626381,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,-0.0025451217665127,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0074549237083157,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0441598977043276,Function unknown,#0000ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00125,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0009324542244831,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0041495498257441,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0065404424575807,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,0.0169968084605423,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,0.0055119425664199,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,0.0062038170349134,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,0.0689718503539559,No COG annotation,#00bfbf,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00160,hypothetical protein
EQU24_RS00165,,36832,-0.0171160356520751,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0040989805952787,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0187454051812278,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0131406213096728,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-0.0324290351893977,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,-0.0138826092974718,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,-0.0210945084344285,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0224673406745208,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,-0.0140546817633056,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0164640910610104,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
