,name,x,y,cog,color,link,gene_product
meta,start,0.17193529286256853,,,,,
EQU24_RS00005,dnaA,0,0.0008068861213959,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0079956308522592,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0058501745037711,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.0033972169925665,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0018059508709,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.006556067107318,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0093204080825872,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.004680954876092,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.002134076807128,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0007626610748087,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.0038754587100076,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0002122101281481,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0036923834878779,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0030109497692141,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,0.0023289199167481,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0044417944736021,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0080866086914234,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0012621288640196,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.0001481824816122,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.0003857451484873,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0045015386555066,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0013850042653348,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,0.0088411056680906,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.0050216376963431,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0073193826807282,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0018308531498402,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,0.0039612468594666,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0086610367921513,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0037035383893233,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,0.0167042550249876,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,0.013902539093341,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,-0.0050116536782801,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,-0.0056388422543823,Function unknown,#0000ff,,caspase family protein
