,name,x,y,cog,color,link,gene_product
meta,start,0.0402376869426685,,,,,
EQU24_RS00005,dnaA,0,0.0069989973380411,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.004708410116547,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0051972286224908,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0044508705836822,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0042325559706293,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0101969625162606,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,0.0001599127382088,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,0.0097246597530887,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0035006968487522,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,0.003128295914427,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0101872917469832,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0023462809370833,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0205096968338197,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0069211839530193,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,0.0637458788611533,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00075,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.009502759659556,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0019982511865911,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0009910097831922,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0141701798917726,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0060673189819861,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0062696826500056,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,-0.0053885126401735,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0221035649315906,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0129066155646008,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0131945591882107,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0103112837736054,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0036637620596649,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,0.0242300081388266,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0041108494247908,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,0.0318823268366904,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0066121582803525,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0157138665261742,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0089811292303216,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,-0.0007137012772072,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0067685691023518,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-8.620733087428733e-05,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,-0.0024843571467221,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.0084782648561838,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0072344402208759,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,-0.0337810186650801,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,0.0134597908581443,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,0.022948190208934,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
