locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS01660,0.1289737723703766,,sulfate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,2601,"inorganic anion transport
sulfate transmembrane transport
anion transport
sulfate transport
ion transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01660
EQU24_RS01650,0.1251245776013358,cysW,sulfate ABC transporter permease subunit CysW,Inorganic ion transport and metabolism,2602,"sulfate transmembrane transport
ABC-type sulfate transporter activity
integral component of membrane
plasma membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01650
EQU24_RS01655,0.1122587652483246,cysT,sulfate ABC transporter permease subunit CysT,Inorganic ion transport and metabolism,2602,"sulfate transmembrane transport
inorganic anion transport
anion transport
sulfate transport
ion transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01655
EQU24_RS01645,0.101040660500497,,sulfate ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,2603,"ATP hydrolysis activity
ATP hydrolysis activity
sulfate transmembrane transport
inorganic anion transport
nucleoside-triphosphatase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01645
EQU24_RS01640,0.0889830229189868,,alpha/beta hydrolase,Function unknown,2604,hydrolase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01640
EQU24_RS01665,0.0860425778808316,,alginate export family protein,Cell wall/membrane/envelope biogenesis,2601,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01665
EQU24_RS09685,0.0805672895875726,,,No COG annotation,1600,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09685
EQU24_RS10780,0.0778924175320712,,,No COG annotation,1474,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10780
EQU24_RS09235,0.072264222105011,,,No COG annotation,1662,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09235
EQU24_RS13975,0.070688761955512,,,No COG annotation,1076,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13975
EQU24_RS02110,0.0691212956334092,,,No COG annotation,2539,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02110
EQU24_RS12460,0.0627071849807018,,,No COG annotation,1264,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12460
EQU24_RS14915,0.0615393207234482,urtD,urea ABC transporter ATP-binding protein UrtD,Function unknown,948,"ATP hydrolysis activity
ATP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14915
EQU24_RS20575,0.0599995885473329,,hypothetical protein,Carbohydrate transport and metabolism,218,"protein binding
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20575
