,name,x,y,cog,color,link,gene_product
meta,start,0.07610696986846921,,,,,
EQU24_RS00005,dnaA,0,-0.0076993923170033,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0002455117333395,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-9.999857292253607e-05,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0022671234049038,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-7.81692671708149e-05,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0161326653087417,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0006273893020975,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0014159041294708,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0016200589276537,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0021104692640582,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0112110045330318,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0093250111410418,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,0.0016221390603939,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0200730945103494,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0310472952973936,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0066077605847327,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.0083261090625146,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0008791206168091,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0010839710836233,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0111726990044974,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0095920505499266,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,-0.0009440569341873,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,4.762597465662034e-05,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.0184537792995572,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0098726835826237,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.0150162276631313,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0081404000166453,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0194861743215492,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0191839581872423,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,0.0019312888277216,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0116861105282855,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0161238279094579,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,-0.0121288995777312,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0290526664095144,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0194860388045473,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,0.0572224467167739,"Replication, recombination and repair",#1e90ff,,hypothetical protein
