,name,x,y,cog,color,link,gene_product
meta,start,0.1289071016977027,,,,,
EQU24_RS00005,dnaA,0,-0.0050580857181721,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0052430949879767,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0035190360745849,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.0076665145314442,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0130201325568322,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.0125197372318309,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0102674025828772,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0038044273987608,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0161218739260296,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0041947052165824,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.0073918339104032,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0052854218374611,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0064083454076142,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0129326698718803,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,0.0473984419412761,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0086123611681417,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.0065471964538253,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0021495205589496,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0071886267985631,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.003606154641333,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0068574280280544,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0039553233656161,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0037310436060867,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.0125486173860815,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0136972154033901,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.0003459400791127,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0031344789857739,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,0.0075673772889685,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.002877835300995,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,0.0174014271946644,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0059031125026281,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0084533476842048,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0083287984423806,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0083259429646832,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0026647717770558,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-0.0434789184682833,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,0.0426853483826743,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.0090625614689941,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0126743088690379,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,-0.0294512872616321,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0058994839891524,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-7.292112375062605e-05,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,-0.0028174297114343,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0003710977643833,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,0.0023490332996611,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,0.0125131278676261,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.0014328426156566,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,0.0098633764859035,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,-0.0216255630543086,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0135975772675811,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,0.0079790719304783,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,0.0009363269659545,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,0.0008712644783066,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,0.0088804104916371,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,0.0079086635676866,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,0.0058348975801401,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,0.0022511658718993,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-0.0233105132296165,No COG annotation,#00bfbf,,hypothetical protein
