,name,x,y,cog,color,link,gene_product
meta,start,0.20864549874228594,,,,,
EQU24_RS00005,dnaA,0,-0.0079749446268454,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0072720197345038,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0043439340070475,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0006964305474342,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0040737923531009,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.008756917345199,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,0.006645076622062,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0021927470839957,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.004109671434099,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0015496188309439,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0014298012318991,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0006347219293846,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0009102336482492,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.011636884449562,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0323066517366184,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0003916023751771,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.0031275734609381,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0059710918022002,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.005733499586923,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.0009806787606038,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0034454468733926,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0062367828519525,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0014925158342193,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.0088971120201334,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0195271097137258,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0139610785659025,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0063787684748054,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0033559343064053,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,0.0033422251101818,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.023095894379845,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0052138547305574,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0263868482868981,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0003769965025988,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.1279947446903309,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0241811114216995,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-6.711991168183779e-05,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,0.025610400703352,No COG annotation,#00bfbf,,hypothetical protein
