,name,x,y,cog,color,link,gene_product
meta,start,0.02895199197461505,,,,,
EQU24_RS00005,dnaA,0,-0.0257298380264466,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,3.080886578683185e-05,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0197166019416393,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0020659703387146,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0193835518184391,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0324055469906083,Function unknown,#0000ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00030,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0025383684291824,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0055503302330842,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0096097662348405,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,0.0141061295693359,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0279497643627709,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0016391206766352,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0039914427101084,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0276123424556116,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0156014792852327,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0004477329089532,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.0713020621619352,Cell wall/membrane/envelope biogenesis,#c71585,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00085,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0159117052652435,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.001272184794307,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0142333792199279,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0050645381707028,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.008815397174226,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0179022102193325,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0022890629050041,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0036463062183445,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0050661144973289,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,0.0010132746074778,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0288920399075121,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
