locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS18430,0.1515163161234222,,IS4 family transposase,"Replication, recombination and repair",501,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18430
EQU24_RS20950,0.142493608280301,,ISKra4 family transposase,"Replication, recombination and repair",161,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20950
EQU24_RS17665,0.1273581946823886,,IS4 family transposase,"Replication, recombination and repair",595,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17665
EQU24_RS08030,0.1183665088149506,,IS4 family transposase,"Replication, recombination and repair",1821,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08030
EQU24_RS02090,0.11163413445053,,transposase,"Replication, recombination and repair",2542,"DNA binding
transposase activity
transposition, DNA-mediated
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02090
EQU24_RS02085,0.1068667228453002,,S8 family serine peptidase,"Post-translational modification, protein turnover, and chaperones",2543,"serine-type endopeptidase activity
proteolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02085
EQU24_RS16415,0.1045382490405668,,hypothetical protein,No COG annotation,746,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16415
EQU24_RS16420,0.1014595256622332,,hypothetical protein,No COG annotation,745,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16420
EQU24_RS16430,0.0850036029005364,,hypothetical protein,No COG annotation,743,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16430
EQU24_RS14315,0.0826048640254526,fae,formaldehyde-activating enzyme,Function unknown,1031,"carbohydrate biosynthetic process
carbon-nitrogen lyase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14315
EQU24_RS20485,0.0789373863166449,,PEP-CTERM sorting domain-containing protein,No COG annotation,230,membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20485
EQU24_RS16030,0.0681635991014217,,hypothetical protein,"Post-translational modification, protein turnover, and chaperones",800,"aspartic-type endopeptidase activity
proteolysis
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16030
EQU24_RS06675,0.0667533298225431,,GTP-binding protein,Function unknown,1982,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06675
EQU24_RS19890,0.0651497075316799,lexA,transcriptional repressor LexA,Transcription,309,"positive regulation of nucleic acid-templated transcription
negative regulation of nucleic acid-templated transcription
positive regulation of transcription, DNA-templated
negative regulation of cellular macromolecule biosynthetic process
negative regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19890
EQU24_RS20175,0.0620296037484945,,hypothetical protein,No COG annotation,273,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20175
EQU24_RS16425,0.0620036723610307,,YkgJ family cysteine cluster protein,Function unknown,744,"methyltransferase activity
methylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16425
EQU24_RS08555,0.0613780359941435,,hypothetical protein,No COG annotation,1749,"integral component of membrane
protein binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08555
EQU24_RS14930,0.0611895681561825,,hypothetical protein,No COG annotation,947,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14930
EQU24_RS10990,0.0605782863665786,,hypothetical protein,No COG annotation,1456,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10990
EQU24_RS12805,0.0589568321903122,,IS4 family transposase,"Replication, recombination and repair",1225,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12805
EQU24_RS21645,0.058307519448751,,hypothetical protein,No COG annotation,65,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21645
EQU24_RS20180,0.0577966984078453,,protein containing Six-hairpin glycosidase-like domain,No COG annotation,272,"hydrolase activity, acting on glycosyl bonds
metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20180
EQU24_RS13090,0.0574158865563717,,type II toxin-antitoxin system PemK/MazF family toxin,Signal transduction mechanisms,1186,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13090
EQU24_RS01660,0.0570512762960463,,sulfate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,2601,"inorganic anion transport
sulfate transmembrane transport
anion transport
sulfate transport
ion transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01660
EQU24_RS00190,0.0566126834702481,,hypothetical protein,No COG annotation,2805,"DNA binding
transposase activity
transposition, DNA-mediated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00190
EQU24_RS20110,0.0546649631529381,,response regulator,Signal transduction mechanisms,281,"diguanylate cyclase activity
phosphorelay signal transduction system
hydrolase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20110
EQU24_RS04605,0.0544982352336459,,hypothetical protein,No COG annotation,2255,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04605
EQU24_RS09835,0.0537582134965115,,,No COG annotation,1582,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09835
EQU24_RS06680,0.0522088807479446,,hypothetical protein,No COG annotation,1982,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06680
EQU24_RS01135,0.05139887925046,,hypothetical protein,No COG annotation,2673,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01135
EQU24_RS16250,0.0511204555632434,,hypothetical protein,No COG annotation,767,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16250
EQU24_RS14555,0.0502548766980852,,CsbD family protein,No COG annotation,1000,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14555
EQU24_RS16435,0.0490781652597819,,hypothetical protein,No COG annotation,742,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16435
EQU24_RS11225,0.0490569876378998,,virulence protein SciE type,Function unknown,1423,protein binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11225
EQU24_RS19880,0.048106748377603,,hypothetical protein,No COG annotation,311,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19880
EQU24_RS19585,0.0474398502469819,,PilT/PilU family type 4a pilus ATPase,Cell motility,348,ATP binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19585
EQU24_RS04275,0.0471357062696878,,pilin,Cell motility,2294,"integral component of membrane
pilus
cell adhesion
cell projection
cellular_component",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04275
EQU24_RS16440,0.0465569923640537,,WGR domain-containing protein,Function unknown,742,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16440
EQU24_RS06670,0.046271065745076,,hypothetical protein,No COG annotation,1982,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06670
EQU24_RS01655,0.0461874389447625,cysT,sulfate ABC transporter permease subunit CysT,Inorganic ion transport and metabolism,2602,"sulfate transmembrane transport
inorganic anion transport
anion transport
sulfate transport
ion transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01655
EQU24_RS17360,0.0452581707994662,,ISKra4 family transposase,"Replication, recombination and repair",634,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17360
EQU24_RS10965,0.0438859129960091,,phage tail protein,Function unknown,1458,"acyltransferase activity
structural molecule activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10965
EQU24_RS11200,0.0437555755452216,,hypothetical protein,No COG annotation,1425,"proteolysis
peptidase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11200
EQU24_RS06695,0.0434547850473825,,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,1981,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06695
EQU24_RS04595,0.0431930949510747,,pilus assembly protein,Cell motility,2256,membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04595
EQU24_RS17670,0.0431046106633791,,ISAzo13 family transposase,"Replication, recombination and repair",594,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17670
EQU24_RS05415,0.0424595152269423,,DUF2341 domain-containing protein,"Intracellular trafficking, secretion, and vesicular transport",2155,"protein transport
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05415
EQU24_RS20115,0.0409895787863088,,EAL domain-containing protein,Signal transduction mechanisms,281,"cyclic nucleotide catabolic process
cyclic nucleotide biosynthetic process
nucleotide catabolic process
cyclic-guanylate-specific phosphodiesterase activity
cyclic nucleotide metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20115
EQU24_RS16445,0.0404376299905252,,"ribbon-helix-helix protein, CopG family",Transcription,741,"regulation of transcription, DNA-templated",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16445
EQU24_RS10985,0.0402051749280443,,DUF4255 domain-containing protein,Function unknown,1457,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10985
EQU24_RS04950,0.0400105473897382,,hypothetical protein,No COG annotation,2209,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04950
EQU24_RS16035,0.0397858168092131,,Flp family type IVb pilin,"Intracellular trafficking, secretion, and vesicular transport",799,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16035
EQU24_RS10995,0.0396641035554715,,HYR domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism",1455,"metallopeptidase activity
proteolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10995
EQU24_RS20490,0.0395475685949778,,Fis family transcriptional regulator,Transcription,229,"regulation of transcription, DNA-templated
ATP binding
sequence-specific DNA binding
transcription factor binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20490
EQU24_RS14790,0.039334207669684,,diguanylate cyclase,Signal transduction mechanisms,961,"negative regulation of bacterial-type flagellum-dependent cell motility
negative regulation of cellular component movement
regulation of bacterial-type flagellum-dependent cell motility
negative regulation of cell motility
diguanylate cyclase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14790
EQU24_RS10700,0.0390823982201396,,hypothetical protein,No COG annotation,1486,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10700
EQU24_RS06665,0.038897390232676,,hypothetical protein,Cell motility,1982,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06665
EQU24_RS12525,0.0388038749243629,,,No COG annotation,1258,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12525
