,name,x,y,cog,color,link,gene_product
meta,start,0.1208773986942657,,,,,
EQU24_RS00005,dnaA,0,0.0003810925122373,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0073015599804796,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0101234337111156,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.0016663419210551,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-4.293288047914401e-05,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0027288737560758,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0009552081358504,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.004106575305679,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0203515699691234,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0147863690248034,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0048826667862814,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0001121547538843,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,0.0277444571057541,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0262570719296764,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.006690767029644,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0014748248509316,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.0008385501486254,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.002874014262883,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0012963056178629,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0013333827526585,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0055252738498016,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0020528185884626,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0024912393153744,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.0045520774524002,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0195407143193322,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.007327446141436,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,0.0087759485819248,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,0.0024801796345209,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,0.0059287140988801,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.0022698785905434,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,0.0068116936844518,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0839123759449718,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0090990656846108,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.1058264702014193,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0057195140194093,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-0.0027251217039585,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,-0.0002702542314477,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.0020425993364245,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0117818268335292,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.0128681658041725,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0002048629363955,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-0.0112317376600871,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,-0.001543625719159,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0076205734299579,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,0.0115995731137523,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,-0.0032299701437761,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.0157860929923816,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,-0.0016480948904712,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,0.0345461135226872,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0312241371771749,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,0.0270459736353475,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,-0.0033057444023792,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,-0.0027507151873795,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
