,name,x,y,cog,color,link,gene_product
meta,start,0.0278484604054345,,,,,
EQU24_RS00005,dnaA,0,-0.0092644438199751,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.0055209730407789,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0035784788247252,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.0042272608196221,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0072794533878512,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.0162095340619818,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0010087953023349,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0115986415934802,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0139291948024088,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,0.0121997362744064,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0367361687369885,Function unknown,#0000ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00055,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0003536273163108,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0152189569500733,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0133601922983595,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.008969933356198,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0183300067106331,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0124758408460329,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0003697477786852,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,0.0131204293206256,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0056081886196407,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0081730782645493,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0004813456391595,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
