,name,x,y,cog,color,link,gene_product
meta,start,0.0385867081157771,,,,,
EQU24_RS00005,dnaA,0,0.0076202888898881,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.0088491264091143,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0005017534404323,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0036436959741375,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0069441142248842,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.0039572168739003,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0064144147545901,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0258143107472015,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0255170167401592,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0122424675846049,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.014998081617954,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0083795652313229,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,0.005028682779194,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0081097332016151,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0031344188933825,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0079178319772512,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.013388968641696,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0079772591292106,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.0074779515277015,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.0033065981607949,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0053711102323046,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0094931460136059,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0039942508662307,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0068223793612278,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0120331541860445,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0070110538413987,Function unknown,#0000ff,,DUF2807 domain-containing protein
