,name,x,y,cog,color,link,gene_product
meta,start,0.10171505248616185,,,,,
EQU24_RS00005,dnaA,0,0.0113780014138822,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.0053034891422985,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0046319576127698,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0055726562266379,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0052637546822981,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0012773181122745,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,0.0152494514346268,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,0.023466099973998,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0166193175761492,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,0.0215596320877957,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,0.0256477006320715,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0064953667090453,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0068454611473748,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0431051782589893,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,0.0089718089059535,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0018616184611567,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.0007963006783481,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0068512022049093,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.01345463502814,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.0099796614289604,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0055552687868274,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0003523441622559,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,0.0048606663238295,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.0121451238386787,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0007183271141295,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0010228578226673,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0033970706657711,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.007194297647417,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0025332830133808,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,8.911142465775701e-06,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0275865945720022,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,-0.0088434705781138,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0122632768964187,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0051714975852763,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0190980239157674,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,0.0019738957448814,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,0.031749289212248,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,-0.0010676563880776,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,0.0200753568430989,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.004157562323623,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,0.0073345816770717,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-0.021263892875659,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,-0.019349107492367,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0083261895776323,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,-9.08039267833793e-05,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,-0.0039905692862937,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.0047906066682665,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,0.0045120796900567,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,-0.0070028723597494,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,0.0138644337907269,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,-0.0082907801977042,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,-0.0132522172084465,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,-0.0054981553330788,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.0042527258150969,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,0.000410037378141,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,-0.0089598535606992,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,-0.0109395786014644,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-0.0201459469564228,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,0.0060841583977347,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,-0.005548752657963,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,-0.0055870536412077,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.0061365420507213,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,-0.0011197937452558,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,-0.0102071953207947,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,-0.0053846967731329,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,-0.0173694791448137,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.011345758719392,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,-0.0160474878393584,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,-0.0129284465407292,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,-0.0061213147542733,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00365,,78936,-0.007366686072866,Function unknown,#0000ff,,glycosyltransferase family 2 protein
EQU24_RS00370,,80036,0.0011362539780504,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00375,,80273,-0.0046740262773962,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00380,,81343,-0.0133090777270718,Cell wall/membrane/envelope biogenesis,#c71585,,SDR family oxidoreductase
EQU24_RS00385,,82311,-0.0131813376925577,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00390,,82907,-0.0060245834029817,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase family 4 protein
EQU24_RS00395,,83997,-0.0027275888141864,Function unknown,#0000ff,,ATP-binding protein
EQU24_RS00400,,85681,0.0042915541004182,Carbohydrate transport and metabolism,#ffc0cb,,polysaccharide biosynthesis protein
EQU24_RS00405,,88239,0.0024797604797749,Transcription,#000000,,LysR family transcriptional regulator
EQU24_RS00410,,89041,0.0032057359150952,Coenzyme transport and metabolism,#d3d3d3,,methyltransferase domain-containing protein
EQU24_RS00415,,89828,9.06837419649079e-05,Inorganic ion transport and metabolism,#8b4513,,rhodanese-like domain-containing protein
EQU24_RS00420,typA,90322,-0.00971471353742,Signal transduction mechanisms,#f4a460,,translational GTPase TypA
EQU24_RS00425,hisB,92433,-0.0053390610005748,Amino acid transport and metabolism,#ff0000,,imidazoleglycerol-phosphate dehydratase HisB
EQU24_RS00430,hisH,93040,-0.0020197219344158,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisH
EQU24_RS00435,hisA,93739,-0.0041928146968894,Amino acid transport and metabolism,#ff0000,,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
EQU24_RS00440,hisF,94480,0.0040202468432643,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisF
EQU24_RS00445,hisI,95253,-0.0051840736900503,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-AMP cyclohydrolase
EQU24_RS00450,,95639,0.0050351333045221,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-ATP diphosphatase
EQU24_RS00455,tatA,96158,0.0012845677206317,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00460,tatB,96374,0.0171536752192168,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00465,tatC,96685,0.0179739854918389,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatC
EQU24_RS00470,,97499,0.0135691740123625,Amino acid transport and metabolism,#ff0000,,GDSL family lipase
EQU24_RS00475,,98135,-0.0093854825193279,Lipid transport and metabolism,#87cefa,,pteridine reductase
EQU24_RS00480,,98898,0.0067467006330165,Signal transduction mechanisms,#f4a460,,hypothetical protein
EQU24_RS00485,folK,101212,0.0072999316423169,Coenzyme transport and metabolism,#d3d3d3,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
EQU24_RS00490,folB,101731,0.0132232851886254,Coenzyme transport and metabolism,#d3d3d3,,dihydroneopterin aldolase
EQU24_RS00495,plsY,102224,-0.0030807398021781,Lipid transport and metabolism,#87cefa,,glycerol-3-phosphate 1-O-acyltransferase PlsY
