,name,x,y,cog,color,link,gene_product
meta,start,0.0778706351052783,,,,,
EQU24_RS00005,dnaA,0,0.0019926282993186,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.0017286364222018,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0083182640186792,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0047468286431024,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0075880511989238,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0007774449946921,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0064369317060001,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0122260153723894,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0205928801959531,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0216707748909422,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.0272963766134898,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0074103831240484,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0023219366111352,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0132839661949567,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0271111342868622,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0002888352167224,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.01382889199009,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0046231700847726,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.0080200943782255,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,-0.0022797923539964,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,-0.0065895167533043,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,0.0090548726918843,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.008100966746647,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.0167974691836107,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.013999010944647,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.0218787023332039,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0216723996821062,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0115786496364763,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0273419333530368,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,-0.0339992073960173,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0466291229937811,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,-0.0216878406147529,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0057656154586287,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,-0.000358674991812,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,-0.0170229148833084,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-0.0247508771523494,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,-0.0175849465202749,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,-0.0143153926411059,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,-0.0044022690252039,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.0286831842220677,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0065546544290966,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-0.0179685195560902,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,0.0020388013594475,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0052338571381626,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,-0.005399814813733,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,0.0105376572357632,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,0.0061052442250282,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,0.0122849117799268,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,-0.0527910056956454,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0743134116843023,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,-0.0347440720961959,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,-0.003474721436578,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,-0.0003831110536379,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.003961444820341,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,0.0013914935252381,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,-0.0053065200151563,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,-0.0043861598505913,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-0.0012430311182716,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,-0.0037410091555694,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,-0.0055330780794586,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,-0.0067425749048288,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.0036363455286981,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,-0.0059881250350996,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,0.0028548025815901,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,-0.01913731564484,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,-0.0052428511333874,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.0118126303281936,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,-0.0011240069701055,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,0.0058486319127792,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,0.0024782492097011,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00365,,78936,-0.001461196121324,Function unknown,#0000ff,,glycosyltransferase family 2 protein
EQU24_RS00370,,80036,-0.0046744955413891,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00375,,80273,-0.0013223016412447,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00380,,81343,0.0002749497692122,Cell wall/membrane/envelope biogenesis,#c71585,,SDR family oxidoreductase
EQU24_RS00385,,82311,-0.002456278266514,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00390,,82907,-0.0076084736304539,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase family 4 protein
EQU24_RS00395,,83997,-0.0047349958310255,Function unknown,#0000ff,,ATP-binding protein
EQU24_RS00400,,85681,0.0037633070458137,Carbohydrate transport and metabolism,#ffc0cb,,polysaccharide biosynthesis protein
EQU24_RS00405,,88239,0.0052657801891919,Transcription,#000000,,LysR family transcriptional regulator
EQU24_RS00410,,89041,0.0071283188913232,Coenzyme transport and metabolism,#d3d3d3,,methyltransferase domain-containing protein
EQU24_RS00415,,89828,-0.0033473408331346,Inorganic ion transport and metabolism,#8b4513,,rhodanese-like domain-containing protein
EQU24_RS00420,typA,90322,0.0028519984588981,Signal transduction mechanisms,#f4a460,,translational GTPase TypA
EQU24_RS00425,hisB,92433,0.0063094423064088,Amino acid transport and metabolism,#ff0000,,imidazoleglycerol-phosphate dehydratase HisB
EQU24_RS00430,hisH,93040,0.0012638511523788,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisH
EQU24_RS00435,hisA,93739,0.011975552850193,Amino acid transport and metabolism,#ff0000,,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
EQU24_RS00440,hisF,94480,0.0084419856984626,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisF
EQU24_RS00445,hisI,95253,0.007344305512435,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-AMP cyclohydrolase
EQU24_RS00450,,95639,0.0063682477655191,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-ATP diphosphatase
EQU24_RS00455,tatA,96158,-0.007637601876859,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00460,tatB,96374,-0.0059294688425682,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00465,tatC,96685,0.0001142066261096,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatC
EQU24_RS00470,,97499,-0.005972803808622,Amino acid transport and metabolism,#ff0000,,GDSL family lipase
EQU24_RS00475,,98135,-0.009996638203663,Lipid transport and metabolism,#87cefa,,pteridine reductase
EQU24_RS00480,,98898,-0.0091136870390158,Signal transduction mechanisms,#f4a460,,hypothetical protein
EQU24_RS00485,folK,101212,-0.0044425410145423,Coenzyme transport and metabolism,#d3d3d3,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
EQU24_RS00490,folB,101731,-0.0086190445068042,Coenzyme transport and metabolism,#d3d3d3,,dihydroneopterin aldolase
EQU24_RS00495,plsY,102224,-0.0012618279360336,Lipid transport and metabolism,#87cefa,,glycerol-3-phosphate 1-O-acyltransferase PlsY
EQU24_RS00500,tsaD,102961,0.0057875013998214,"Translation, ribosomal structure and biogenesis",#daa520,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
EQU24_RS00505,rpsU,104077,0.0062573606455753,"Translation, ribosomal structure and biogenesis",#daa520,,30S ribosomal protein S21
EQU24_RS00510,,104333,0.0063691431487719,Function unknown,#0000ff,,GatB/YqeY domain-containing protein
EQU24_RS00515,,104824,0.0024389830179106,"Replication, recombination and repair",#1e90ff,,DNA primase
EQU24_RS00520,rpoD,106636,0.0060050417177146,Transcription,#000000,,RNA polymerase sigma factor RpoD
EQU24_RS00525,,108456,0.0071053917392738,No COG annotation,#00bfbf,,
EQU24_RS00530,,108596,0.0118856240005626,Coenzyme transport and metabolism,#d3d3d3,,methionine adenosyltransferase
EQU24_RS00535,,109776,0.0096679914473701,Coenzyme transport and metabolism,#d3d3d3,,adenosylhomocysteinase
EQU24_RS00540,metF,111129,0.0089739812563174,Amino acid transport and metabolism,#ff0000,,methylenetetrahydrofolate reductase [NAD(P)H]
EQU24_RS00545,,112072,0.0148989120348778,"Translation, ribosomal structure and biogenesis",#daa520,,16S rRNA (uracil(1498)-N(3))-methyltransferase
EQU24_RS00550,,112812,0.006369300848324,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00555,,113932,-0.0036740911012295,Function unknown,#0000ff,,YajQ family cyclic di-GMP-binding protein
EQU24_RS00560,,114465,-0.0013089354004962,"Translation, ribosomal structure and biogenesis",#daa520,,multifunctional CCA addition/repair protein
EQU24_RS00565,,115829,-0.0145844223075751,Function unknown,#0000ff,,TSUP family transporter
EQU24_RS00570,guaB,116713,0.0020853600730431,Nucleotide transport and metabolism,#87ceeb,,IMP dehydrogenase
EQU24_RS00575,guaA,118260,-0.0005417986870941,Nucleotide transport and metabolism,#87ceeb,,glutamine-hydrolyzing GMP synthase
EQU24_RS00580,tadA,119840,0.0080875390425732,Nucleotide transport and metabolism,#87ceeb,,tRNA adenosine(34) deaminase TadA
EQU24_RS00585,,120316,0.0021868735570394,Carbohydrate transport and metabolism,#ffc0cb,,glucose-6-phosphate isomerase
EQU24_RS00590,,122491,0.0074870143334219,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00595,,123576,0.0119560345825941,Energy production and conversion,#708090,,multicopper oxidase
EQU24_RS00600,,124502,0.0114463429778534,Function unknown,#0000ff,,DedA family protein
EQU24_RS00605,,124981,0.0173877628759459,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00610,,125949,0.0154788470456852,Function unknown,#0000ff,,YceI family protein
EQU24_RS00615,,126908,0.0062601526706861,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00620,msbA,127547,-4.778182126963066e-05,Defense mechanisms,#90ee90,,lipid A export permease/ATP-binding protein MsbA
EQU24_RS00625,,129668,-0.0056636311753353,No COG annotation,#00bfbf,,
EQU24_RS00630,,131271,0.0002342455098024,No COG annotation,#00bfbf,,
EQU24_RS00635,,131419,0.0002342455098024,No COG annotation,#00bfbf,,
EQU24_RS00640,,131804,-0.0008705348594223,No COG annotation,#00bfbf,,
EQU24_RS00645,,134999,0.0045784449406045,No COG annotation,#00bfbf,,
EQU24_RS00650,,135895,0.0018196239133907,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,ABC transporter permease
EQU24_RS00655,,137028,-0.0058846723255524,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,ATP-binding cassette domain-containing protein
EQU24_RS00660,,137803,-0.0153577449574606,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,,MCE family protein
EQU24_RS00665,,138747,-0.0056310637384969,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00670,,139733,-0.0478058606385178,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00675,,140348,-0.0170169706261177,Energy production and conversion,#708090,,c-type cytochrome
EQU24_RS00680,,142316,-0.0063806409755586,Function unknown,#0000ff,,selenium-binding protein
EQU24_RS00685,,143798,-0.0140077881795032,Function unknown,#0000ff,,DUF4242 domain-containing protein
EQU24_RS00690,,144127,-0.0062750215514159,Transcription,#000000,,TetR family transcriptional regulator
EQU24_RS00695,,144978,-0.0126659005562361,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00700,,145380,0.0016275757019597,Function unknown,#0000ff,,YggS family pyridoxal phosphate-dependent enzyme
EQU24_RS00705,,146177,-0.0065671141949896,Cell motility,#da70d6,,type IV pilus twitching motility protein PilT
EQU24_RS00710,,147225,0.0029248101201043,Cell motility,#da70d6,,PilT/PilU family type 4a pilus ATPase
EQU24_RS00715,djlA,148364,-0.0042105271384782,"Post-translational modification, protein turnover, and chaperones",#add8e6,,co-chaperone DjlA
EQU24_RS00720,,149248,-0.0054438230157145,Nucleotide transport and metabolism,#87ceeb,,phosphoribosylaminoimidazolesuccinocarboxamide synthase
EQU24_RS00725,,150286,-0.0067052404099316,Amino acid transport and metabolism,#ff0000,,JAB domain-containing protein
EQU24_RS00730,coaBC,151052,-0.003284217697712,Coenzyme transport and metabolism,#d3d3d3,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
EQU24_RS00735,,152235,-0.0150279007185804,Nucleotide transport and metabolism,#87ceeb,,dUTP diphosphatase
EQU24_RS00740,,152709,-0.0045802749922373,Carbohydrate transport and metabolism,#ffc0cb,,phosphomannomutase/phosphoglucomutase
EQU24_RS00745,argB,155268,-0.008978623558473,Nucleotide transport and metabolism,#87ceeb,,acetylglutamate kinase
EQU24_RS00750,,156144,-0.0134603510457167,Function unknown,#0000ff,,DUF4124 domain-containing protein
EQU24_RS00760,,157612,-0.0071053049588137,Function unknown,#0000ff,,YggT family protein
EQU24_RS00765,,158187,-0.0020985922079933,Amino acid transport and metabolism,#ff0000,,pyrroline-5-carboxylate reductase
EQU24_RS00770,,159820,-0.0089679211815859,"Replication, recombination and repair",#1e90ff,,deoxyribodipyrimidine photo-lyase
EQU24_RS00775,,160800,-8.301083596714714e-05,Function unknown,#0000ff,,SDR family oxidoreductase
EQU24_RS00780,,161810,-0.0071204359890966,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00785,,162342,-0.0046364989326559,"Post-translational modification, protein turnover, and chaperones",#add8e6,,disulfide bond formation protein B
EQU24_RS00790,,162952,-0.0127279573657282,Function unknown,#0000ff,,class I SAM-dependent methyltransferase
EQU24_RS00795,,164191,-0.0037218828294476,"Replication, recombination and repair",#1e90ff,,primosomal protein N'
EQU24_RS00800,,166526,-0.0082628835536108,"Translation, ribosomal structure and biogenesis",#daa520,,arginine--tRNA ligase
EQU24_RS00805,,168288,0.0005482936279236,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,,hypothetical protein
EQU24_RS00810,,168998,-0.0012913109314475,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00815,,169174,-0.0055666466784338,Function unknown,#0000ff,,DUF4276 family protein
EQU24_RS00820,,169446,-0.0133442946733415,Function unknown,#0000ff,,DUF4276 family protein
EQU24_RS00825,,169853,-0.011766560366202,Function unknown,#0000ff,,AAA family ATPase
EQU24_RS00830,trpC,171011,-0.0079423330926182,Amino acid transport and metabolism,#ff0000,,indole-3-glycerol phosphate synthase TrpC
