,name,x,y,cog,color,link,gene_product
meta,start,0.3173331840361982,,,,,
EQU24_RS00005,dnaA,0,0.0002073420316081,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,0.0048346824424154,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,0.0081619772538233,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,-0.0031717779694863,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,-0.0070339575932017,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,0.0287940481734843,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,0.0038357083384634,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0271877768786507,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,-0.0233844111374218,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0099399915309007,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.035678181956687,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,-0.0135861375532702,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,0.0076362411458015,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,-0.0017525594303456,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,-0.0099623037534043,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,-0.0084527124971109,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,-0.004862991037592,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,0.0030366684554124,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.0007923840053452,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.0012933602539033,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,0.0044845198070028,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,-0.0029131777719031,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0022704998979096,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,0.0107913361113296,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,0.0069719730720047,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,0.0054033313796482,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0120051907940549,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0731038276818001,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,0.0006495043202435,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,0.0727066942800599,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,-0.0066758699089065,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,0.0183771093256287,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,-0.01589344546185,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.5117966218276235,"Replication, recombination and repair",#1e90ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00175,hypothetical protein
EQU24_RS00180,,40588,-0.0161632459482931,"Replication, recombination and repair",#1e90ff,,ISAzo13 family transposase
EQU24_RS00185,,42145,-0.063272544225134,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,-0.0037218042018624,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00195,,42874,0.0161364735447572,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,0.001125641293657,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,-0.0184065335230931,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0124530889450136,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,0.0112458690883665,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,0.0224316152945018,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,0.0072600998483011,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,-0.0127894402577049,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,0.0009431345097937,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.0086598361295428,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,-0.01014930614975,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,-0.0214125013845878,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0105645220467356,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,-0.0099404229750198,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,0.0042252669315981,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,-0.0013651564323978,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.005712124693474,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,0.0011217932665383,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,0.0073974476826994,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,0.021629258463832,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,-0.0206992939233803,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,-0.0058095589984146,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,0.0014276069576758,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,-0.0075210132893081,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.0047640330174378,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,0.0074779188057701,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,-0.0028630809340484,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,0.0008451604133258,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,-0.0056803480785145,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.0148719985648366,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,-0.002767891980428,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,0.001098010281497,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,-0.0045734456344345,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00365,,78936,0.009728731519822,Function unknown,#0000ff,,glycosyltransferase family 2 protein
EQU24_RS00370,,80036,-0.0111309906143089,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00375,,80273,-0.0035282273730744,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00380,,81343,-0.0051556782271228,Cell wall/membrane/envelope biogenesis,#c71585,,SDR family oxidoreductase
EQU24_RS00385,,82311,-0.002115620015306,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00390,,82907,-0.0037337141770851,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase family 4 protein
EQU24_RS00395,,83997,-0.0042857494821512,Function unknown,#0000ff,,ATP-binding protein
EQU24_RS00400,,85681,-0.0017276313544091,Carbohydrate transport and metabolism,#ffc0cb,,polysaccharide biosynthesis protein
EQU24_RS00405,,88239,-0.0087942768175901,Transcription,#000000,,LysR family transcriptional regulator
EQU24_RS00410,,89041,0.0023017160780133,Coenzyme transport and metabolism,#d3d3d3,,methyltransferase domain-containing protein
EQU24_RS00415,,89828,-0.0024713204733088,Inorganic ion transport and metabolism,#8b4513,,rhodanese-like domain-containing protein
EQU24_RS00420,typA,90322,-0.0058666388524024,Signal transduction mechanisms,#f4a460,,translational GTPase TypA
EQU24_RS00425,hisB,92433,-8.270349262894412e-05,Amino acid transport and metabolism,#ff0000,,imidazoleglycerol-phosphate dehydratase HisB
EQU24_RS00430,hisH,93040,0.0010024015978626,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisH
EQU24_RS00435,hisA,93739,-0.0033633289273723,Amino acid transport and metabolism,#ff0000,,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
EQU24_RS00440,hisF,94480,0.0021367649505341,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisF
EQU24_RS00445,hisI,95253,-0.0059121702713653,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-AMP cyclohydrolase
EQU24_RS00450,,95639,0.0037189426907294,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-ATP diphosphatase
EQU24_RS00455,tatA,96158,0.0044902708999712,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00460,tatB,96374,-0.0038999473900872,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatB
EQU24_RS00465,tatC,96685,-0.0045174752028269,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase subunit TatC
EQU24_RS00470,,97499,0.0101630797234964,Amino acid transport and metabolism,#ff0000,,GDSL family lipase
EQU24_RS00475,,98135,0.0024974992552137,Lipid transport and metabolism,#87cefa,,pteridine reductase
EQU24_RS00480,,98898,-0.0074786110018466,Signal transduction mechanisms,#f4a460,,hypothetical protein
EQU24_RS00485,folK,101212,-0.0043036590394983,Coenzyme transport and metabolism,#d3d3d3,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase
EQU24_RS00490,folB,101731,0.0009283190776361,Coenzyme transport and metabolism,#d3d3d3,,dihydroneopterin aldolase
EQU24_RS00495,plsY,102224,-0.0166363883558523,Lipid transport and metabolism,#87cefa,,glycerol-3-phosphate 1-O-acyltransferase PlsY
EQU24_RS00500,tsaD,102961,0.0055794974494269,"Translation, ribosomal structure and biogenesis",#daa520,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
EQU24_RS00505,rpsU,104077,0.0102050872583402,"Translation, ribosomal structure and biogenesis",#daa520,,30S ribosomal protein S21
EQU24_RS00510,,104333,-0.002461274433805,Function unknown,#0000ff,,GatB/YqeY domain-containing protein
EQU24_RS00515,,104824,-0.0015997118161991,"Replication, recombination and repair",#1e90ff,,DNA primase
EQU24_RS00520,rpoD,106636,0.0018057283428601,Transcription,#000000,,RNA polymerase sigma factor RpoD
EQU24_RS00525,,108456,-0.0134026329987494,No COG annotation,#00bfbf,,
EQU24_RS00530,,108596,-0.000501459864951,Coenzyme transport and metabolism,#d3d3d3,,methionine adenosyltransferase
EQU24_RS00535,,109776,-0.0027952097954592,Coenzyme transport and metabolism,#d3d3d3,,adenosylhomocysteinase
EQU24_RS00540,metF,111129,-0.0012020389262532,Amino acid transport and metabolism,#ff0000,,methylenetetrahydrofolate reductase [NAD(P)H]
EQU24_RS00545,,112072,-0.0032735580895391,"Translation, ribosomal structure and biogenesis",#daa520,,16S rRNA (uracil(1498)-N(3))-methyltransferase
EQU24_RS00550,,112812,-0.0026310002127739,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00555,,113932,-0.0022644617495762,Function unknown,#0000ff,,YajQ family cyclic di-GMP-binding protein
EQU24_RS00560,,114465,0.0028107804647475,"Translation, ribosomal structure and biogenesis",#daa520,,multifunctional CCA addition/repair protein
EQU24_RS00565,,115829,-0.0215586717261419,Function unknown,#0000ff,,TSUP family transporter
EQU24_RS00570,guaB,116713,-0.0006601367604849,Nucleotide transport and metabolism,#87ceeb,,IMP dehydrogenase
