,name,x,y,cog,color,link,gene_product
meta,start,0.060923271475343696,,,,,
EQU24_RS00005,dnaA,0,-0.0020271694927575,"Replication, recombination and repair",#1e90ff,,chromosomal replication initiator protein DnaA
EQU24_RS00010,,1502,-0.0023876053999263,"Replication, recombination and repair",#1e90ff,,DNA polymerase III subunit beta
EQU24_RS00015,recF,3060,-0.0023141898897985,"Replication, recombination and repair",#1e90ff,,DNA replication/repair protein RecF
EQU24_RS00020,gyrB,4185,0.0005440101383466,"Replication, recombination and repair",#1e90ff,,DNA topoisomerase (ATP-hydrolyzing) subunit B
EQU24_RS00025,,6825,0.0009100889186836,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00030,,7098,-0.0016313100350326,Function unknown,#0000ff,,DUF2283 domain-containing protein
EQU24_RS00035,,7350,-0.0080404333951206,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00040,,7818,-0.0007759858293033,Cell wall/membrane/envelope biogenesis,#c71585,,TolC family protein
EQU24_RS00045,,9071,0.0095680766596364,Cell wall/membrane/envelope biogenesis,#c71585,,efflux RND transporter periplasmic adaptor subunit
EQU24_RS00050,,10240,-0.0010207800436369,Inorganic ion transport and metabolism,#8b4513,,efflux RND transporter permease subunit
EQU24_RS00055,,13298,-0.0071879388334002,Function unknown,#0000ff,,DUF3240 domain-containing protein
EQU24_RS00060,,13842,0.0028537332487193,Signal transduction mechanisms,#f4a460,,bifunctional diguanylate cyclase/phosphodiesterase
EQU24_RS00065,,17565,-0.0039584375041609,Function unknown,#0000ff,,DUF839 domain-containing protein
EQU24_RS00070,tatA,19263,0.0057026594535909,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,,twin-arginine translocase TatA/TatE family subunit
EQU24_RS00075,tatB,19487,0.1637299101497973,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00075,twin-arginine translocase subunit TatB
EQU24_RS00080,,20389,0.0054323606158397,"Post-translational modification, protein turnover, and chaperones",#add8e6,,hypothetical protein
EQU24_RS00085,,21633,0.0050471646767261,Cell wall/membrane/envelope biogenesis,#c71585,,prolipoprotein diacylglyceryl transferase
EQU24_RS00090,thyA,22412,-0.0001795195220499,Nucleotide transport and metabolism,#87ceeb,,thymidylate synthase
EQU24_RS00095,,23251,-0.0055449865573973,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00100,,23841,0.0014348945584348,Function unknown,#0000ff,,YchJ family protein
EQU24_RS00105,crp,24340,1.7366697847596427e-05,Transcription,#000000,,cAMP-activated global transcriptional regulator CRP
EQU24_RS00110,,25137,-0.0019380547463858,"Post-translational modification, protein turnover, and chaperones",#add8e6,,OsmC family protein
EQU24_RS00115,speD,25560,-0.0032949286949122,Amino acid transport and metabolism,#ff0000,,adenosylmethionine decarboxylase
EQU24_RS00125,,29783,-0.003070134504078,Function unknown,#0000ff,,autotransporter outer membrane beta-barrel domain-containing protein
EQU24_RS00130,,32310,-0.0010576502404615,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00135,,32679,-0.0068192029035523,Function unknown,#0000ff,,DUF2807 domain-containing protein
EQU24_RS00140,,33495,-0.0114432823156453,Cell wall/membrane/envelope biogenesis,#c71585,,OmpA family protein
EQU24_RS00145,,34142,-0.0207327130006721,"Translation, ribosomal structure and biogenesis",#daa520,,hypothetical protein
EQU24_RS00150,,34455,-0.0115946684013229,Cell wall/membrane/envelope biogenesis,#c71585,,DUF4384 domain-containing protein
EQU24_RS00155,,36035,6.580686712442465e-05,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00160,,36419,0.0045810822531593,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00165,,36832,-0.0079162010692075,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00170,,38627,0.0125392646658558,Function unknown,#0000ff,,caspase family protein
EQU24_RS00175,,39992,0.0280132745047847,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00180,,40588,0.0900577450332641,"Replication, recombination and repair",#1e90ff,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00180,ISAzo13 family transposase
EQU24_RS00185,,42145,0.0082589614220229,"Replication, recombination and repair",#1e90ff,,hypothetical protein
EQU24_RS00190,,42656,0.1523178826095088,No COG annotation,#00bfbf,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS00190,hypothetical protein
EQU24_RS00195,,42874,-0.0083193899671874,"Replication, recombination and repair",#1e90ff,,DUF4338 domain-containing protein
EQU24_RS00200,,44158,0.0021877419308624,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00205,,44526,0.0043408834738415,"Replication, recombination and repair",#1e90ff,,IS66 family transposase
EQU24_RS00210,,46105,-0.0075999086420816,No COG annotation,#00bfbf,,DUF3800 domain-containing protein
EQU24_RS00215,,47306,-0.0121484248211014,Cell motility,#da70d6,,type II toxin-antitoxin system HicB family antitoxin
EQU24_RS00220,,47518,0.0108315060810426,Cell motility,#da70d6,,type II toxin-antitoxin system HicA family toxin
EQU24_RS00225,,48209,-0.0025045077154182,Carbohydrate transport and metabolism,#ffc0cb,,HAD family hydrolase
EQU24_RS00230,,48728,-0.0037260402055836,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00235,,48952,-0.0029521602994568,No COG annotation,#00bfbf,,type II toxin-antitoxin system RelE/ParE family toxin
EQU24_RS00240,,49350,-0.0172245529350551,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00245,,49501,0.002032456819491,Inorganic ion transport and metabolism,#8b4513,,cation transporter
EQU24_RS00250,,50778,-0.0127357791907111,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00255,,51191,-0.0208432577260924,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00260,,51603,-0.0007044385421363,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00265,,52448,-0.0155681796224401,Cell wall/membrane/envelope biogenesis,#c71585,,glucosidase
EQU24_RS00270,,55437,0.0030158820915287,Signal transduction mechanisms,#f4a460,,Crp/Fnr family transcriptional regulator
EQU24_RS00275,,57142,-0.0060029520016445,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00280,,57870,0.0021350904122877,Signal transduction mechanisms,#f4a460,,adenylate/guanylate cyclase domain-containing protein
EQU24_RS00285,,60055,-0.0023022013298301,Transcription,#000000,,protein kinase
EQU24_RS00290,,61695,-0.0023650798533834,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00295,,62264,0.0096749761764169,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00300,,62674,0.0029880916835855,Transcription,#000000,,AAA family ATPase
EQU24_RS00305,,67787,0.0034677529503333,Signal transduction mechanisms,#f4a460,,response regulator
EQU24_RS00310,,68188,0.0026164867493594,Signal transduction mechanisms,#f4a460,,GGDEF domain-containing response regulator
EQU24_RS00315,,70371,0.0017364026242656,Function unknown,#0000ff,,CPBP family intramembrane metalloprotease
EQU24_RS00320,,71048,0.0055090058667391,Function unknown,#0000ff,,YcgL domain-containing protein
EQU24_RS00330,,71976,0.0038577366466295,Function unknown,#0000ff,,flippase
EQU24_RS00335,,73303,0.003526616629838,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00340,,74273,-0.0003012375646143,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00345,,75073,-0.007624584387839,Function unknown,#0000ff,,hypothetical protein
EQU24_RS00350,,76033,0.0019397557439111,Function unknown,#0000ff,,methyltransferase domain-containing protein
EQU24_RS00355,,76863,-0.0001639924444708,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00360,,78206,0.0004048266467689,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00365,,78936,-0.0036568050560093,Function unknown,#0000ff,,glycosyltransferase family 2 protein
EQU24_RS00370,,80036,0.0054142327751916,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00375,,80273,0.003571996889919,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase
EQU24_RS00380,,81343,0.0041877035888191,Cell wall/membrane/envelope biogenesis,#c71585,,SDR family oxidoreductase
EQU24_RS00385,,82311,-0.0116881462076457,No COG annotation,#00bfbf,,hypothetical protein
EQU24_RS00390,,82907,-0.002568161229645,Cell wall/membrane/envelope biogenesis,#c71585,,glycosyltransferase family 4 protein
EQU24_RS00395,,83997,-0.0027295495511776,Function unknown,#0000ff,,ATP-binding protein
EQU24_RS00400,,85681,0.0007299035422726,Carbohydrate transport and metabolism,#ffc0cb,,polysaccharide biosynthesis protein
EQU24_RS00405,,88239,0.0014831250045634,Transcription,#000000,,LysR family transcriptional regulator
EQU24_RS00410,,89041,-0.0029261589596349,Coenzyme transport and metabolism,#d3d3d3,,methyltransferase domain-containing protein
EQU24_RS00415,,89828,0.0034722671641254,Inorganic ion transport and metabolism,#8b4513,,rhodanese-like domain-containing protein
EQU24_RS00420,typA,90322,-0.0009493209416242,Signal transduction mechanisms,#f4a460,,translational GTPase TypA
EQU24_RS00425,hisB,92433,0.0006960359793608,Amino acid transport and metabolism,#ff0000,,imidazoleglycerol-phosphate dehydratase HisB
EQU24_RS00430,hisH,93040,-0.0035667575508107,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisH
EQU24_RS00435,hisA,93739,-0.0027716957430677,Amino acid transport and metabolism,#ff0000,,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
EQU24_RS00440,hisF,94480,-0.0021457152852818,Amino acid transport and metabolism,#ff0000,,imidazole glycerol phosphate synthase subunit HisF
EQU24_RS00445,hisI,95253,-4.290754594849736e-07,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-AMP cyclohydrolase
EQU24_RS00450,,95639,-0.0051285048291769,Amino acid transport and metabolism,#ff0000,,phosphoribosyl-ATP diphosphatase
